ID,Country,Code,Year,Annual CO2 emissions
969,Rwanda,RWA,2010,580977
970,Rwanda,RWA,2015,970183
971,Rwanda,RWA,2020,1371813
972,Rwanda,RWA,2023,1540220
973,Saint Helena,SHN,2000,10992
974,Saint Helena,SHN,2005,10992
975,Saint Helena,SHN,2010,10992
976,Saint Helena,SHN,2015,10992
977,Saint Helena,SHN,2020,10992
978,Saint Helena,SHN,2023,11118
979,Saint Kitts and Nevis,KNA,2000,172208
980,Saint Kitts and Nevis,KNA,2005,197856
981,Saint Kitts and Nevis,KNA,2010,219840
982,Saint Kitts and Nevis,KNA,2015,234496
983,Saint Kitts and Nevis,KNA,2020,230832
984,Saint Kitts and Nevis,KNA,2023,233472
985,Saint Lucia,LCA,2000,348080
986,Saint Lucia,LCA,2005,388384
987,Saint Lucia,LCA,2010,487312
988,Saint Lucia,LCA,2015,479984
989,Saint Lucia,LCA,2020,483648
990,Saint Lucia,LCA,2023,511414
991,Saint Pierre and Miquelon,SPM,2000,54960
992,Saint Pierre and Miquelon,SPM,2005,62288
993,Saint Pierre and Miquelon,SPM,2010,65952
994,Saint Pierre and Miquelon,SPM,2015,65952
995,Saint Pierre and Miquelon,SPM,2020,62288
996,Saint Pierre and Miquelon,SPM,2023,55588
997,Saint Vincent and the Grenadines,VCT,2000,146560
998,Saint Vincent and the Grenadines,VCT,2005,219840
999,Saint Vincent and the Grenadines,VCT,2010,219840
1000,Saint Vincent and the Grenadines,VCT,2015,234496
1001,Saint Vincent and the Grenadines,VCT,2020,238160
1002,Saint Vincent and the Grenadines,VCT,2023,237178
1003,Samoa,WSM,2000,142896
1004,Samoa,WSM,2005,168544
1005,Samoa,WSM,2010,183200
1006,Samoa,WSM,2015,227168
1007,Samoa,WSM,2020,241824
1008,Samoa,WSM,2023,256830
1009,Sao Tome and Principe,STP,2000,47632
1010,Sao Tome and Principe,STP,2005,76944
1011,Sao Tome and Principe,STP,2010,102592
1012,Sao Tome and Principe,STP,2015,135568
1013,Sao Tome and Principe,STP,2020,139232
1014,Sao Tome and Principe,STP,2023,166171
1015,Saudi Arabia,SAU,2000,309760200
1016,Saudi Arabia,SAU,2005,412411500
1017,Saudi Arabia,SAU,2010,555962200
1018,Saudi Arabia,SAU,2015,624999300
1019,Saudi Arabia,SAU,2020,616085760
1020,Saudi Arabia,SAU,2023,736205300
1021,Senegal,SEN,2000,3902052
1022,Senegal,SEN,2005,5538919
1023,Senegal,SEN,2010,6862391
1024,Senegal,SEN,2015,9845416
1025,Senegal,SEN,2020,10820952
1026,Senegal,SEN,2023,11900644
1027,Serbia,SRB,2000,44950190
1028,Serbia,SRB,2005,51634110
1029,Serbia,SRB,2010,45696428
1030,Serbia,SRB,2015,43777364
1031,Serbia,SRB,2020,45169760
1032,Serbia,SRB,2023,42357788
1033,Seychelles,SYC,2000,315104
1034,Seychelles,SYC,2005,381056
1035,Seychelles,SYC,2010,443344
1036,Seychelles,SYC,2015,498304
1037,Seychelles,SYC,2020,597232
1038,Seychelles,SYC,2023,551015
1039,Sierra Leone,SLE,2000,271136
1040,Sierra Leone,SLE,2005,425024
1041,Sierra Leone,SLE,2010,542272
1042,Sierra Leone,SLE,2015,1084544
1043,Sierra Leone,SLE,2020,1025920.06
1044,Sierra Leone,SLE,2023,1231506
1045,Singapore,SGP,2000,37368720
1046,Singapore,SGP,2005,39600000
1047,Singapore,SGP,2010,44400000
1048,Singapore,SGP,2015,49400000
1049,Singapore,SGP,2020,46700000
1050,Singapore,SGP,2023,49252784
1051,Sint Maarten (Dutch part),SXM,2000,552525
1052,Sint Maarten (Dutch part),SXM,2005,564435
1053,Sint Maarten (Dutch part),SXM,2010,448949
1054,Sint Maarten (Dutch part),SXM,2015,743792
1055,Sint Maarten (Dutch part),SXM,2020,652192
1056,Sint Maarten (Dutch part),SXM,2023,693003
1057,Slovakia,SVK,2000,41191790
1058,Slovakia,SVK,2005,42925940
1059,Slovakia,SVK,2010,38462080
1060,Slovakia,SVK,2015,34528190
1061,Slovakia,SVK,2020,31154222
1062,Slovakia,SVK,2023,30739160
1063,Slovenia,SVN,2000,15053846
1064,Slovenia,SVN,2005,16935640
1065,Slovenia,SVN,2010,16459732
1066,Slovenia,SVN,2015,13645487
1067,Slovenia,SVN,2020,12854909
1068,Slovenia,SVN,2023,11328390
1069,Solomon Islands,SLB,2000,223504
1070,Solomon Islands,SLB,2005,282128
1071,Solomon Islands,SLB,2010,329760
1072,Solomon Islands,SLB,2015,293120
1073,Solomon Islands,SLB,2020,289456
1074,Solomon Islands,SLB,2023,302829
1075,Somalia,SOM,2000,476320
1076,Somalia,SOM,2005,564256
1077,Somalia,SOM,2010,611888
1078,Somalia,SOM,2015,630208
1079,Somalia,SOM,2020,597232
1080,Somalia,SOM,2023,557614
1081,South Africa,ZAF,2000,378306880
1082,South Africa,ZAF,2005,416201200
1083,South Africa,ZAF,2010,462999680
1084,South Africa,ZAF,2015,446349280
1085,South Africa,ZAF,2020,434066530
1086,South Africa,ZAF,2023,401893100
1087,South Korea,KOR,2000,439980670
1088,South Korea,KOR,2005,498688300
1089,South Korea,KOR,2010,594339140
1090,South Korea,KOR,2015,634177300
1091,South Korea,KOR,2020,597634300
1092,South Korea,KOR,2023,577416640
1093,South Sudan,SSD,2000,444622
1094,South Sudan,SSD,2005,881869
1095,South Sudan,SSD,2010,1269844
1096,South Sudan,SSD,2015,1912608
1097,South Sudan,SSD,2020,1692768
1098,South Sudan,SSD,2023,1580456
1099,Spain,ESP,2000,310071580
1100,Spain,ESP,2005,368338800
1101,Spain,ESP,2010,282938430
1102,Spain,ESP,2015,270740220
1103,Spain,ESP,2020,211842610
1104,Spain,ESP,2023,221615650
1105,Sri Lanka,LKA,2000,10134099
1106,Sri Lanka,LKA,2005,11935225
1107,Sri Lanka,LKA,2010,13050987
1108,Sri Lanka,LKA,2015,19687388
1109,Sri Lanka,LKA,2020,20624930
1110,Sri Lanka,LKA,2023,20317522
1111,Sudan,SDN,2000,5291520
1112,Sudan,SDN,2005,10558027
1113,Sudan,SDN,2010,15069764
1114,Sudan,SDN,2015,14246501
1115,Sudan,SDN,2020,21165178
1116,Sudan,SDN,2023,20001454
1117,Suriname,SUR,2000,2192347
1118,Suriname,SUR,2005,1588520
1119,Suriname,SUR,2010,2370056
1120,Suriname,SUR,2015,2713354
1121,Suriname,SUR,2020,2917967
1122,Suriname,SUR,2023,2647446
1123,Sweden,SWE,2000,54930044
1124,Sweden,SWE,2005,53875296
1125,Sweden,SWE,2010,53119860
1126,Sweden,SWE,2015,43418144
1127,Sweden,SWE,2020,36702516
1128,Sweden,SWE,2023,36556280
1129,Switzerland,CHE,2000,43620736
1130,Switzerland,CHE,2005,45776740
1131,Switzerland,CHE,2010,45034104
1132,Switzerland,CHE,2015,38718970
1133,Switzerland,CHE,2020,34228228
1134,Switzerland,CHE,2023,32737300
1135,Syria,SYR,2000,54171076
1136,Syria,SYR,2005,50751040
1137,Syria,SYR,2010,61721950
1138,Syria,SYR,2015,28603202
1139,Syria,SYR,2020,26312742
1140,Syria,SYR,2023,25503272
1141,Taiwan,TWN,2000,226934000
1142,Taiwan,TWN,2005,266888000
1143,Taiwan,TWN,2010,270715000
1144,Taiwan,TWN,2015,276263000
1145,Taiwan,TWN,2020,272202200
1146,Taiwan,TWN,2023,261152590
1147,Tajikistan,TJK,2000,2233862
1148,Tajikistan,TJK,2005,2439487
1149,Tajikistan,TJK,2010,2536415
1150,Tajikistan,TJK,2015,5302282
1151,Tajikistan,TJK,2020,9404472
1152,Tajikistan,TJK,2023,9054525
1153,Tanzania,TZA,2000,2571821
1154,Tanzania,TZA,2005,5355817
1155,Tanzania,TZA,2010,7194109
1156,Tanzania,TZA,2015,12910543
1157,Tanzania,TZA,2020,16250422
1158,Tanzania,TZA,2023,18066046
1159,Thailand,THA,2000,167352160
1160,Thailand,THA,2005,214325150
1161,Thailand,THA,2010,241018980
1162,Thailand,THA,2015,277098720
1163,Thailand,THA,2020,271923300
1164,Thailand,THA,2023,264388640
1165,Togo,TGO,2000,1331372
1166,Togo,TGO,2005,1721591
1167,Togo,TGO,2010,2595698
1168,Togo,TGO,2015,1863341
1169,Togo,TGO,2020,2438790
1170,Togo,TGO,2023,2620035
1171,Tonga,TON,2000,95264
1172,Tonga,TON,2005,113584
1173,Tonga,TON,2010,117248
1174,Tonga,TON,2015,117248
1175,Tonga,TON,2020,183200
1176,Tonga,TON,2023,199331
1177,Trinidad and Tobago,TTO,2000,24366292
1178,Trinidad and Tobago,TTO,2005,38226790
1179,Trinidad and Tobago,TTO,2010,47111836
1180,Trinidad and Tobago,TTO,2015,45559680
1181,Trinidad and Tobago,TTO,2020,35066304
1182,Trinidad and Tobago,TTO,2023,34317936
1183,Tunisia,TUN,2000,19551510
1184,Tunisia,TUN,2005,22545864
1185,Tunisia,TUN,2010,28137812
1186,Tunisia,TUN,2015,31418044
1187,Tunisia,TUN,2020,28490226
1188,Tunisia,TUN,2023,32792874
1189,Turkey,TUR,2000,229936660
1190,Turkey,TUR,2005,264870640
1191,Turkey,TUR,2010,316193060
1192,Turkey,TUR,2015,384929660
1193,Turkey,TUR,2020,412926880
1194,Turkey,TUR,2023,432077340
1195,Turkmenistan,TKM,2000,39361496
1196,Turkmenistan,TKM,2005,47928664
1197,Turkmenistan,TKM,2010,59184068
1198,Turkmenistan,TKM,2015,64322776
1199,Turkmenistan,TKM,2020,64260420
1200,Turkmenistan,TKM,2023,63362624
1201,Turks and Caicos Islands,TCA,2000,109920
1202,Turks and Caicos Islands,TCA,2005,190528
1203,Turks and Caicos Islands,TCA,2010,282128
1204,Turks and Caicos Islands,TCA,2015,311440
1205,Turks and Caicos Islands,TCA,2020,359072
1206,Turks and Caicos Islands,TCA,2023,370590
1207,Tuvalu,TUV,2000,7328
1208,Tuvalu,TUV,2005,10992
1209,Tuvalu,TUV,2010,10992
1210,Tuvalu,TUV,2015,10992
1211,Tuvalu,TUV,2020,10992
1212,Tuvalu,TUV,2023,11500
1213,Uganda,UGA,2000,1360870
1214,Uganda,UGA,2005,2017941
1215,Uganda,UGA,2010,3569619
1216,Uganda,UGA,2015,4525570
1217,Uganda,UGA,2020,5571384
1218,Uganda,UGA,2023,5613657
1219,Ukraine,UKR,2000,285674200
1220,Ukraine,UKR,2005,313530560
1221,Ukraine,UKR,2010,294365800
1222,Ukraine,UKR,2015,223787570
1223,Ukraine,UKR,2020,206823860
1224,Ukraine,UKR,2023,136460590
1225,United Arab Emirates,ARE,2000,111813100
1226,United Arab Emirates,ARE,2005,114399416
1227,United Arab Emirates,ARE,2010,184842300
1228,United Arab Emirates,ARE,2015,225683630
1229,United Arab Emirates,ARE,2020,217379580
1230,United Arab Emirates,ARE,2023,229383650
1231,United Kingdom,GBR,2000,569033660
1232,United Kingdom,GBR,2005,570338370
1233,United Kingdom,GBR,2010,511904580
1234,United Kingdom,GBR,2015,422460800
1235,United Kingdom,GBR,2020,326263200
1236,United Kingdom,GBR,2023,305146340
1237,United States,USA,2000,6010135600
1238,United States,USA,2005,6132183000
1239,United States,USA,2010,5679715300
1240,United States,USA,2015,5376473000
1241,United States,USA,2020,4714628000
1242,United States,USA,2023,4911391000
1243,Uruguay,URY,2000,5268017
1244,Uruguay,URY,2005,5726669
1245,Uruguay,URY,2010,6297960
1246,Uruguay,URY,2015,6738362
1247,Uruguay,URY,2020,6473680
1248,Uruguay,URY,2023,7865945
1249,Uzbekistan,UZB,2000,123477320
1250,Uzbekistan,UZB,2005,121599860
1251,Uzbekistan,UZB,2010,107665944
1252,Uzbekistan,UZB,2015,103695920
1253,Uzbekistan,UZB,2020,109631970
1254,Uzbekistan,UZB,2023,124768440
1255,Vanuatu,VUT,2000,84272
1256,Vanuatu,VUT,2005,76944
1257,Vanuatu,VUT,2010,120912
1258,Vanuatu,VUT,2015,135568
1259,Vanuatu,VUT,2020,201520
1260,Vanuatu,VUT,2023,226164
1261,Venezuela,VEN,2000,142834900
1262,Venezuela,VEN,2005,148310640
1263,Venezuela,VEN,2010,189316720
1264,Venezuela,VEN,2015,166300110
1265,Venezuela,VEN,2020,80927096
1266,Venezuela,VEN,2023,99568900
1267,Vietnam,VNM,2000,53935468
1268,Vietnam,VNM,2005,95845720
1269,Vietnam,VNM,2010,139563840
1270,Vietnam,VNM,2015,213310700
1271,Vietnam,VNM,2020,362459620
1272,Vietnam,VNM,2023,334726080
1273,Wallis and Futuna,WLF,2000,25648
1274,Wallis and Futuna,WLF,2005,29312
1275,Wallis and Futuna,WLF,2010,29312
1276,Wallis and Futuna,WLF,2015,21984
1277,Wallis and Futuna,WLF,2020,25648
1278,Wallis and Futuna,WLF,2023,30666
1279,World,OWID_WRL,2000,25510554000
1280,World,OWID_WRL,2005,29614395000
1281,World,OWID_WRL,2010,33355903000
1282,World,OWID_WRL,2015,35404900000
1283,World,OWID_WRL,2020,35126526000
1284,World,OWID_WRL,2023,37791570000
1285,Yemen,YEM,2000,15725321
1286,Yemen,YEM,2005,21661558
1287,Yemen,YEM,2010,25713402
1288,Yemen,YEM,2015,14080447
1289,Yemen,YEM,2020,10883986
1290,Yemen,YEM,2023,10034892
1291,Zambia,ZMB,2000,1784113
1292,Zambia,ZMB,2005,2242543
1293,Zambia,ZMB,2010,3120300
1294,Zambia,ZMB,2015,5064975
1295,Zambia,ZMB,2020,8144346
1296,Zambia,ZMB,2023,7748922
1297,Zimbabwe,ZWE,2000,13814538
1298,Zimbabwe,ZWE,2005,10698489
1299,Zimbabwe,ZWE,2010,8754012
1300,Zimbabwe,ZWE,2015,12016794
1301,Zimbabwe,ZWE,2020,8494503
1302,Zimbabwe,ZWE,2023,11164030
